24-11-2024 22:10:31-log: Cannot access game frame or container.
24-11-2024 22:10:31-debug: asset-db:require-engine-code (628ms)
24-11-2024 22:10:32-log: Cocos Creator v3.8.1
24-11-2024 22:10:32-debug: [Assets Memory track]: asset-db-plugin-enable: project start:95.37MB, end 98.60MB, increase: 3.23MB
24-11-2024 22:10:32-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:92.87MB, end 98.60MB, increase: 5.73MB
24-11-2024 22:10:32-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:95.21MB, end 98.60MB, increase: 3.39MB
24-11-2024 22:10:32-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:19.69MB, end 92.86MB, increase: 73.18MB
24-11-2024 22:10:32-debug: [Assets Memory track]: asset-db-plugin-register: programming start:93.47MB, end 95.16MB, increase: 1.69MB
24-11-2024 22:10:32-debug: asset-db:worker-init: initPlugin (94ms)
24-11-2024 22:10:32-debug: [Assets Memory track]: asset-db:worker-init start:19.68MB, end 98.65MB, increase: 78.97MB
24-11-2024 22:10:32-debug: Run asset db hook programming:beforePreStart ...
24-11-2024 22:10:32-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunksbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:42-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/VideoPlayer.prefabbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:42-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/WebView.prefabbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:42-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/Widget.prefabbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:42-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/ui/pageView.prefabbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:42-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/dependencies/textures/preintegrated-skin.pngbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:42-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_prefab/2d/ui/Canvas.prefabbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:42-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/dependencies/textures/lut/original-color-grading.pngbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:42-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/dependencies/textures/preintegrated-skin.png@6c48abackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:42-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/dependencies/textures/lut/original-color-grading.png@6c48abackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:42-debug: start asset-db(internal) with asset: 463
24-11-2024 22:10:42-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-bitmap/OpenSans-Italic.fntbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:42-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-bitmap/OpenSans-Bold.fntbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:42-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_ui/atom.plistbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:42-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-bitmap/OpenSans-BoldItalic.fntbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:42-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_ui/atom_new.plistbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:42-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/default_fonts/builtin-bitmap/OpenSans-Regular.fntbackground: #aaff85; color: #000;color: #000;
24-11-2024 22:10:42-debug: [Assets Memory track]: asset-db:worker-startup-database[internal] start:114.08MB, end 301.03MB, increase: 186.95MB
24-11-2024 22:10:42-debug: asset-db:worker-startup-database[internal] (9879ms)
24-11-2024 22:10:42-debug: asset-db:start-database (10160ms)
24-11-2024 22:10:42-debug: asset-db:ready (12585ms)
24-11-2024 22:10:42-debug: init worker message success
24-11-2024 22:10:42-debug: [Build Memory track]: builder:worker-init start:298.52MB, end 310.80MB, increase: 12.29MB
24-11-2024 22:10:42-debug: programming:execute-script (3ms)
24-11-2024 22:10:42-debug: builder:worker-init (207ms)
24-11-2024 22:10:43-debug: programming:execute-script (2ms)
